285,24/4/2020,22:56:07,23.9,100.8,31.6,6.78952E-08,1.83674E-05,,266.395,256.446,0,0,0,220.72,212.74,205.061,0,382.06,738.426,1247.499,1724.293,833.349,1454.385,2021.425,2626.506,2447.14,2273.161,3462.107,2009.608,2724.718,2408.21,1844.358,1552.026,2336.814,2613.028,1658.297,1950.578,2428.308,2573.301,2121.647,3352.505,2792.423,2460.165,3144.588,2719.826,3282.459,3974.611,3360.303,3434.549,3800.854,4935.528,4537.898,4231.78,5281.868,4666.493,3918.445,5218.524,5425.022,4424.019,4873.183,4758.378,6699.859,5823.402,4767.796,5034.561,6533.317,5382.645,5353.323,5352.328,4837.722,6589.235,4415.343,4579.742,4388.493,4272.665,3797.801,4007.981,4431.38,3703.257,3170.521,2106.042,2955.975,2606.415,2263.965,2527.905,2037.145,1866.226,2244.254,1763.632,1150.529,1244.508,1334.709,1030.352,1367.012,1055.547,824.103,585.633,338.044,514.974,871.896,177.19,540.283,182.074,462.875,282.488,95.809,292.544,198.567,100.494,0,0,106.361,0,0,0,0,0,0,0,0,300,4,50,1,3,0.331,0,10.11,9636.04,13.3,749.9,1,1.72,7.45,770.2,ON,88.144,104.208,83.126,91.398,1.991,4022.734,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
286,24/4/2020,23:01:37,23.9,100.8,31.6,6.78952E-08,1.83674E-05,,0,256.446,246.842,0,65.759,157.34,425.48,0,791.664,1337.21,1292.264,1603.946,2241.598,1833.368,2747.172,1865.931,2872.976,3531.679,3682.283,3057.943,2679.477,3762.688,3675.682,3319.844,3104.065,3622.058,2887.769,3712.597,3359.307,2005.994,3190.903,2626.798,2133.449,3116.24,3122.505,3237.071,2637.45,2826.756,3711.965,3015.676,3816.931,3173.77,4441.983,3808.59,4151.967,3796.362,4467.578,4796.659,4109.99,5166.028,4248.071,4301.091,4254.431,4737.138,5607.243,6202.195,5830.022,4751.816,4919.156,4611.902,5563.609,4786.311,3836.713,4223.294,3625.519,3642.98,3712.304,3868.131,4182.905,3142.698,3615.605,2705.131,3075.206,2594.04,2751.233,2702.148,1980.235,1923.737,1266.891,2261.797,1672.106,1764.145,1555.621,942.159,713.321,1447.432,893.163,1071.323,501.964,760.6,257.487,523.137,531.578,630.33,364.149,370.293,659.149,191.618,0,198.567,100.494,0,0,0,0,109.926,112.187,0,0,0,0,0,300,4,50,1,3,0.331,0,10.11,9636.04,13.3,749.9,1,1.72,7.45,770.2,ON,80.268,99.288,76.211,98.217,2.094,4090.349,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
287,24/4/2020,23:07:07,23.9,100.8,31.6,6.78952E-08,1.83674E-05,,0,256.446,0,237.589,0,441.441,0,1230.365,1187.496,2865.45,3507.542,3920.712,4655.626,3666.737,5655.983,6064.338,7106.814,7210.489,6109.124,8863.091,9601.24,7726.786,6943.746,5041.27,6088.779,5024.159,3521.907,3648.265,3684.383,2322.73,3499.715,2929.879,1972.071,3273.854,2744.039,2589.646,2273.673,3578.26,3326.691,3446.438,3647.291,3758.426,4431.678,4386.026,4790.699,4878.758,4252.863,4335.643,5251.654,4825.734,4015.915,4357.297,4171.557,5960.7,4731.352,5043.529,4926.134,5259.347,5414.432,5014.06,5020.652,4646.04,4257.267,3854.679,5185.331,4218.938,3976.948,3959.466,4091.616,2013.052,3269.392,2839.194,2144.473,2595.503,2461.615,2410.026,3261.34,2111.135,1418.339,1807.696,1444.103,997.125,1477.848,1388.762,1055.051,1286.599,730.763,824.095,836.607,676.089,772.461,261.569,708.759,90.047,0,185.146,188.326,95.809,97.515,0,100.494,102.376,104.33,0,108.474,0,0,114.543,0,118.697,0,0,300,4,50,1,3,0.331,0,10.11,9636.04,13.3,749.9,1,1.72,7.45,770.2,ON,63.404,84.811,62.201,27.881,2.189,4984.034,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
288,24/4/2020,23:12:37,23.9,100.8,31.5,6.78952E-08,1.83674E-05,,0,0,0,0,0,0,212.098,613.325,789.273,1333.172,3312.883,2842.817,3781.99,2160.165,3544.445,4805.813,6030.113,5868.36,5382.449,5660.709,4674.939,5562.324,4354.366,4356.92,4333.012,3447.587,3889.36,2652.237,3305.83,3999.904,2257.677,1208.703,3047.475,2687.973,2924.405,1936.369,3082.845,2586.404,3142.086,3751.961,3578.938,3580.541,4264.554,4039.461,3667.964,4235.291,4035.409,4672.592,5518.591,4831.695,5603.843,4732.818,5328.023,5445.772,5359.952,4919.767,5805.757,5101.772,4726.193,4327.342,4379.819,5452.166,5381.259,5589.901,5099.748,5028.925,3421.758,4557.643,3294.855,3871.518,3051.03,3252.936,1995.472,2553.71,2921.357,2548.365,2339.866,1561.561,1699.169,2703.371,2273.267,1529.407,1318.285,1617.72,1197.911,1376.772,971.409,1232.41,834.081,842.559,427.849,347.705,441.645,179.55,453.812,92.294,187.757,286.559,97.22,98.984,200.381,0,0,0,0,0,0,0,0,236.677,0,0,300,4,50,1,3,0.332,0,10.11,9636.04,13.3,749.9,1,1.72,7.45,769,ON,75.757,93.996,70.434,24.144,2.161,4597.89,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
289,24/4/2020,23:18:07,23.8,100.8,31.5,6.78662E-08,1.83627E-05,,265.577,511.316,246.084,0,0,0,212.087,408.862,1578.466,1333.104,2024.436,2487.338,2062.798,2990.846,2416.548,2480.284,3467.131,3485.678,2441.737,2899.242,2938.375,3233.762,2602.325,1643.21,3755.016,1217.303,3511.092,2596.628,2893.536,3542.468,3283.73,1712.241,3342.219,2687.83,3395.927,1659.669,2813.187,3029.74,2967.377,4370.042,3646.585,2081.591,4264.332,4083.966,5050.378,4414.308,5339.954,4825.551,3869.713,4510.233,4744.989,4554.829,4753.2,5096.188,5279.347,4132.959,5008.099,4970.761,4833.288,5289.324,5406.11,4822.869,4612.262,5310.115,3981.815,3701.636,4213.4,3972.698,3785.356,3722.541,3471.133,2554.865,2636.731,3306.297,2887.123,1447.59,1991.687,1835.017,1711.66,1276.517,1136.577,1529.326,1783.483,1174.065,1027.186,1042.158,1537.99,1066.73,501.743,505.509,855.653,86.922,441.613,628.393,544.545,461.444,93.874,95.515,0,296.935,200.371,102.061,0,106.034,108.141,0,0,0,0,0,0,0,300,4,50,1,3,0.332,0,10.11,9633.97,13.3,749.9,1,1.72,7.45,768.9,ON,80.611,99.04,75.905,117.574,2.108,4081.727,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
290,24/4/2020,23:23:37,23.8,100.8,31.5,6.78662E-08,1.83627E-05,,796.73,0,0,236.859,0,220.043,848.347,408.862,1381.158,1142.661,1104.238,533.001,1547.099,1661.581,2416.548,1085.118,2411.922,2347.204,2266.181,2475.154,1745.889,2975.037,2653.543,2696.752,2737.461,1863.696,2491.742,1983.846,2413.86,2595.168,2464.646,2214.012,1769.405,1727.881,2075.277,2028.473,2176.023,2675.438,2792.83,2995.7,3984.832,3769.194,4816.38,3716.12,3922.984,4527.723,3573.966,3676.63,3793.852,5562.651,4062.004,5378.502,5776.98,4733.843,4632.918,5660.39,6243.737,5687.836,4796.473,4985.733,5374.167,3806.177,5115.024,5001.107,4102.373,4599.824,3885.365,3295.351,2776.951,3405.688,2968.412,2412.918,2708.008,2012.505,2165.326,1674.541,3070.911,958.917,2307.032,1727.052,1136.569,1605.792,1861.009,1624.213,1125.872,1042.15,728.518,1396.657,750.633,589.76,770.088,608.452,441.613,359.082,181.515,276.866,187.747,0,291.645,98.978,0,0,104.009,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.332,0,10.11,9633.97,13.3,749.9,1,1.72,7.45,768.9,ON,86.699,102.69,80.442,101.815,2.056,3778.296,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
291,24/4/2020,23:29:07,23.8,100.8,31.6,6.78662E-08,1.83627E-05,,265.577,0,0,0,0,0,424.174,0,197.308,571.33,184.04,355.334,687.599,1163.107,644.409,930.101,1055.209,1760.403,1841.26,1656.702,1335.652,1681.543,1389.938,2206.445,2499.456,1397.772,1641.434,1929.566,1188.346,1684.081,1128.775,2014.401,1179.613,2015.862,1980.965,2766.127,2357.357,2829.249,2555.014,3006.371,3636.105,4246.487,3772.299,5089.481,4775.992,3608.607,4695.789,4945.141,5382.316,3688.293,4225.986,4554.847,5045.721,4588.887,5566.608,4964.875,5816.916,5455.763,5078.627,4740.277,4566.365,4784.715,4416.205,3114.602,4102.362,4155.753,3212.087,3014.885,3154.454,3519.35,3039.102,2885.101,2447.667,2731.274,2111.219,2020.352,2453.907,2729.925,1966.86,1501.784,1894.29,1299.927,1938.563,1330.607,1106.209,1362.811,809.464,821.563,750.641,1011.026,365.643,758.543,441.613,179.541,544.545,461.444,375.494,0,194.43,197.957,0,0,0,106.034,0,109.588,111.842,0,0,0,0,0,300,4,50,1,3,0.332,0,10.11,9633.97,13.3,749.9,1,1.72,7.45,768.9,ON,91.976,110.79,89.346,101.815,1.949,3476.614,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
292,24/4/2020,23:34:37,23.8,100.8,31.7,6.78662E-08,1.83627E-05,,0,255.658,246.084,0,0,0,0,204.431,0,761.774,920.198,355.334,515.7,1495.423,1127.715,1240.134,1356.698,733.501,708.177,1242.526,1335.625,1293.494,884.506,1225.796,2023.341,1397.772,1925.437,1432.788,972.283,1052.544,1231.391,2014.401,1867.725,1823.875,2169.617,2858.316,2538.692,3007.619,2904.142,3264.073,3830.517,3222.356,2870.204,3877.685,4139.187,4236.174,3418.566,3982.989,4476.736,4460.021,4349.65,5163.433,4951.798,5287.963,5173.383,5147.752,5797.075,4998.802,5337.967,4833.224,4425.938,3945.971,3424.26,4681.295,4051.384,4120.983,4119.867,3325.402,3404.822,2463.529,2702.359,3318.816,2289.784,2649.944,3031.489,2094.32,2868.699,1844.064,2083.765,2102.506,2576.243,1452.859,1240.681,1956.784,948.172,1122.323,728.526,1395.356,1085.568,758.263,684.523,956.147,264.968,538.623,90.758,92.289,0,95.515,0,98.978,100.185,0,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.332,0,10.11,9633.97,13.3,749.9,1,1.72,7.45,768.9,ON,94.315,112.137,91.258,101.815,1.937,3391.847,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
293,24/4/2020,23:40:07,23.7,100.8,31.8,6.78371E-08,1.83579E-05,,265.563,0,0,0,0,220.031,424.152,204.421,591.895,190.434,368.061,710.632,687.564,830.748,966.564,1395.08,1808.838,733.464,1982.794,2077.59,928.306,1164.085,1137.164,1328.037,1328.846,1514.176,2151.849,1653.142,2376.569,1157.739,1847.002,1107.884,1965.904,1823.781,2735.461,2316.262,2799.456,2140.233,3229.04,3785.595,4052.443,3496.902,2949.553,4847.878,5175.216,4314.42,3878.863,4893.81,5107.884,4649.598,5337.823,4995.319,4704.831,5047.686,5388.77,5145.045,4473.171,5182.591,4514.088,5617.445,4212.306,4816.079,3736.645,5213.403,4261.001,3775.863,3277.169,3575.6,4049.865,4027.55,2528.461,3847.945,2137.777,3090.5,2959.136,2039.194,2558.228,2021.125,3244.425,1726.971,1818.414,1299.873,1628.308,1095.736,1501.2,881.772,728.479,1150.127,750.593,589.729,1112.29,521.503,529.908,448.829,363.011,369.136,187.737,0,97.21,98.973,200.36,102.056,0,0,0,0,0,0,0,0,0,0,300,4,50,1,3,0.332,0,10.11,9632.16,13.3,749.9,1,1.72,7.45,768.8,ON,92.256,111.051,89.903,113.419,1.948,3567.128,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
294,24/4/2020,23:45:37,23.8,100.8,31.9,6.78662E-08,1.83627E-05,,0,256.433,0,0,0,0,212.729,0,197.906,0,184.597,534.615,689.682,499.984,1292.721,777.432,1209.606,1177.156,1420.644,2077.164,669.835,1686.649,1267.407,860.656,716.283,1869.341,1704.072,1326.57,1625.38,1055.732,2161.482,1414.352,1774.774,2021.967,1986.946,2497.052,1909.779,2217.713,3694.854,3963.237,3307.822,3674.724,3701.47,4132.535,3939.653,4851.438,4597.876,4507.519,4895.934,4879.818,4854.499,4715.987,4254.175,5696.811,5520.123,4804.753,5140.055,5188.023,5943.02,4726.017,4922.581,4614.658,4849.026,4274.955,3713.579,4020.819,3850.799,3982.112,2460.902,3106.403,3119.183,2776.156,2870.8,3160.345,1902.565,2309.967,2543.214,2176.003,1791.482,1656.981,1596.024,1840.757,1166.654,1570.17,1109.551,1447.347,1299.066,988.861,1087.531,845.075,600.771,261.555,885.902,720.339,364.13,370.273,188.316,383.216,195.019,198.556,100.489,0,104.324,0,0,0,0,114.537,0,0,0,0,300,4,50,1,3,0.331,0,10.11,9633.97,13.3,749.9,1,1.72,7.45,770.2,ON,94.276,114.134,92.755,109.411,1.922,3466.062,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
295,24/4/2020,23:51:07,23.7,100.8,32,6.78371E-08,1.83579E-05,,265.563,0,0,0,228.289,0,0,204.421,0,952.169,184.03,532.974,687.564,664.598,1449.845,930.069,1205.892,1613.635,1416.282,1656.645,801.334,697.534,1466.574,1961.173,1190.139,2678.943,1472.318,1983.755,1620.388,1999.932,2257.258,1812.878,2064.199,1535.83,1603.55,2408.461,2527.459,4102.153,3596.279,2902.464,2705.767,3580.174,3439.025,3397.757,4457.355,3881.202,5084.856,6119.308,4414.158,4885.848,5411.952,4628.029,6434.78,6014.581,5673.631,5433.467,4554.866,6163.982,4778.445,4862.739,5948.999,4142.046,4122.871,5379.741,3120.754,4739.011,3699.101,4170.856,4065.563,4434.141,3604.315,4186.935,2014.805,3272.223,2179.438,2984.907,1316.03,2065.256,2455.718,1877.146,1969.949,1758.654,2463.332,1739.952,948.129,1042.094,1133.202,1807.351,750.593,842.47,770.047,434.586,441.59,269.297,635.269,184.568,93.869,0,97.21,98.973,0,204.111,0,106.029,0,109.583,0,0,115.803,0,0,0,300,4,50,1,3,0.332,0,10.11,9632.4,13.3,749.9,1,1.72,7.45,768.8,ON,93.714,112.915,91.703,88.168,1.934,3693.641,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
296,24/4/2020,23:56:37,23.7,100.8,32.2,6.78371E-08,1.83579E-05,,0,0,0,0,0,220.031,212.076,204.421,0,761.735,368.061,532.974,687.564,498.449,483.282,1395.08,1205.892,1026.849,566.513,828.309,934.889,1164.085,1010.812,1348.307,1547.193,1048.275,1359.062,1212.288,1620.388,2420.726,2154.823,1510.723,1965.904,1631.804,1697.89,2212.774,2719.895,2586.115,2007.239,3006.216,3255.346,3372.068,4182.101,4846.843,4298.165,3294.634,4345.004,4907.516,4639.11,4198.567,5782.115,4517.767,4449.513,5120.171,4596.308,4778.486,5989.749,5172.071,4928.388,3498.648,4706.369,4491.511,4402.396,4331.654,4260.994,4264.746,4673.666,4276.715,3348.908,2971.821,3490.418,4230.338,3634.224,2285.755,2323.785,2256.87,2778.315,2507.809,1724.026,1789.479,1894.193,1452.782,1783.384,1800.146,2212.292,1763.544,1226.819,1383.714,1084.19,589.729,256.682,1043.005,353.272,448.829,181.506,184.568,93.869,191.019,97.21,296.919,0,102.056,208.008,106.029,108.135,109.583,0,0,0,118.326,0,0,300,4,50,1,3,0.332,0,10.11,9632.16,13.3,749.9,1,1.72,7.45,768.8,ON,97.314,117.551,95.474,101.815,1.931,3471.294,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
297,25/4/2020,00:02:07,23.7,100.8,32.3,6.78371E-08,1.83579E-05,,0,0,0,0,228.289,220.031,212.076,0,0,190.434,368.061,710.632,1031.346,332.299,1127.657,620.035,1055.155,440.078,991.397,1104.411,801.334,1552.114,1389.867,1103.16,1190.139,1397.701,792.786,1653.12,1944.466,1683.984,2995.111,1793.833,1965.904,2303.723,2263.831,2120.576,2739.66,2470.202,2625.292,2147.305,3847.224,4371.16,3687.573,4849.382,3939.181,5138.893,4195.302,4518.926,5094.387,4950.241,4967.163,5509.575,4533.59,5652.226,4596.326,5493.42,5135.712,4180.152,4796.234,4402.617,4336.836,4647.516,4404.546,5309.827,3911.739,3491.915,3351.568,3645.727,2733.738,3311.097,2427.191,3307.794,3776.752,2932.586,1846.174,2010.611,3070.763,2906.247,1756.078,1651.89,2500.335,1758.646,1085.531,2348.006,1817.233,1060.395,790.951,825.464,1497.198,926.717,855.608,608.42,706.544,538.594,363.011,461.42,469.343,286.529,194.42,197.946,0,204.111,104.004,0,108.135,0,0,0,0,0,0,0,300,4,50,1,3,0.332,0,10.11,9632.16,13.3,749.9,1,1.72,7.45,768.8,ON,93.934,116.35,94.13,91.398,1.933,3499.444,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
298,25/4/2020,00:07:37,23.6,100.8,32.4,6.78081E-08,1.83531E-05,,0,255.632,0,0,0,220.02,0,0,197.288,380.848,368.042,355.298,171.882,498.423,644.343,310.002,753.644,586.741,849.725,966.31,2003.232,905.353,884.415,1715.939,1309.086,931.752,1019.261,1432.63,1620.305,1473.41,2807.291,1575.091,1277.772,2015.663,1886.43,2489.232,1541.202,2140.122,3054.353,2576.623,3635.703,3413.462,3361.893,4164.773,3775.917,3529.788,4371.434,4653.52,5612.057,4434.641,4388.976,5567.728,4719.732,5104.927,5259.562,4129.32,4981.635,5880.238,5501.272,3861.787,4352.464,4053.522,4402.135,3502.599,3482.918,3002.894,4119.437,3294.987,3294.312,4011.634,3533.458,2767.485,3634.034,2730.972,3608.522,2547.951,2924.37,3135.935,1896.155,1733.454,1129.81,1758.537,1938.345,1793.728,954.453,1202.353,1133.13,903.623,1250.922,673.94,598.902,173.825,883.142,359.044,362.992,369.116,281.591,95.505,97.205,197.936,100.175,204.101,103.998,0,108.13,0,0,0,0,0,0,0,300,4,50,1,3,0.332,0,10.11,9630.34,13.3,749.9,1,1.72,7.45,768.7,ON,96.432,117.339,96.102,105.545,1.903,3347.96,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
299,25/4/2020,00:13:08,23.6,100.8,32.5,6.78081E-08,1.83531E-05,,0,0,0,0,0,220.02,0,204.41,197.288,190.424,0,355.298,1375.058,332.282,966.514,1242.932,1353.715,1173.482,708.105,828.266,801.293,776.017,1516.141,1348.237,1666.109,1281.16,1132.505,1542.832,1404.275,1999.638,1744.306,1534.265,1254.719,2111.647,1980.742,1751.682,2810.403,2496.809,1832.594,2342.28,3502.766,2661.849,3306.822,4538.557,4123.929,3608.227,3894.802,4587.256,5562.877,4483.356,4596.225,3746.301,5264.542,4420.1,3662.482,5147.192,4839.307,4001.121,3996.591,5459.287,4986.713,3940.803,4310.221,4201.26,3552.749,3701.261,3840.121,3154.755,4205.481,3026.29,3180.105,3260.579,2355.104,3377.787,2453.775,2693.54,1740.349,1748.988,2193.795,1583.284,2186.73,1838.825,1085.473,2100.48,2066.93,1362.675,1699.703,1232.214,1084.132,589.698,684.45,434.563,441.567,89.761,362.992,369.116,469.318,286.514,777.64,98.968,100.175,0,0,0,0,0,0,0,0,118.32,0,0,300,4,50,1,3,0.332,0,10.11,9630.34,13.3,749.9,1,1.72,7.45,768.7,ON,97.167,118.131,95.435,76.351,1.947,3294.785,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
300,25/4/2020,00:18:38,23.6,100.8,32.6,6.78081E-08,1.83531E-05,,265.55,255.632,0,0,228.277,0,0,204.41,394.576,571.272,552.063,532.947,343.765,830.706,966.514,2170.013,602.915,440.056,991.346,966.31,934.842,1164.026,1389.795,1225.67,833.055,1164.702,1087.615,1476.312,1080.214,964.883,1932.254,1611.375,1965.812,2111.637,1980.742,1843.885,2085.149,2853.505,1919.86,2662.51,3102.969,2412.106,4155.122,4334.049,3740.821,3451.34,5681.659,4661.534,4855.63,4591.168,5109.038,4510.181,5016.026,4816.417,5656.764,5130.14,4127.66,4888.418,4654.914,4416.014,4074.11,4967.079,3773.279,5169.791,3741.446,3990.541,3910.989,3735.116,3995.249,3814.639,3589.87,2696.521,2523.676,2916.605,3068.336,3456.884,2778.149,2728.921,2699.555,1705.972,1969.852,2676.058,1395.624,1252.203,1422.107,1122.196,1295.005,903.631,1250.922,1347.902,855.563,521.475,353.253,807.849,362.992,184.558,187.727,0,194.41,197.936,100.175,0,311.995,106.023,0,0,0,0,0,118.32,0,0,300,4,50,1,3,0.332,0,10.11,9630.34,13.3,749.9,1,1.72,7.45,768.7,ON,97.444,118.927,96.283,71.05,1.951,3440.479,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
301,25/4/2020,00:24:08,23.6,100.9,32.7,6.77409E-08,1.83531E-05,,0,0,0,0,0,219.994,0,0,0,380.803,367.998,355.256,591.374,591.229,322.133,1239.861,1633.097,904.067,849.625,1380.28,934.731,517.283,1010.64,367.657,832.956,815.186,1019.123,1763.027,864.06,1788.938,1538.907,1006.976,2653.526,959.72,1414.646,2096.698,2094.402,2064.11,2704.946,2638.996,3573.559,2508.908,2694.184,3796.04,4217.842,3620.59,3548.552,4415.912,4133.49,4208.606,3780.287,4433.321,3779.402,3691.001,5005.685,5810.49,4909.899,4604.459,4620.99,3894.5,3930.789,3703.65,4261.863,4400.76,3859.935,3961.378,4537.79,2944.114,2733.246,4543.525,3281.042,2341.426,2992.371,3018.077,3365.809,3405.721,2673.183,1917.378,2271.892,2212.016,1666.586,2140.564,2170.687,2034.595,1737.932,1282.352,485.567,821.375,917.23,505.393,1283.187,695.215,618.118,987.25,0,276.803,281.557,286.479,0,197.912,200.326,0,0,212.021,0,0,0,0,115.783,0,120.046,0,300,4,50,1,3,0.332,0,10.12,9631.93,13.3,749.9,1,1.72,7.45,768.8,ON,100.868,122.328,99.439,98.217,1.933,3196.295,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
302,25/4/2020,00:29:37,23.6,100.8,32.8,6.78081E-08,1.83531E-05,,0,0,0,0,228.277,220.02,0,0,394.576,0,368.042,0,343.765,166.141,322.171,467.927,901.529,733.426,708.105,414.133,534.195,646.681,1137.105,735.402,1428.094,698.814,1223.298,1454.471,1188.224,1262.923,1370.816,970.833,1376.062,1535.736,1320.494,1198.519,1994.473,2050.95,2705.284,3521.393,2536.542,3413.499,2898.239,3526.257,4138.744,3921.976,3884.338,4138.028,4299.77,4231.417,3632.475,5141.996,4500.386,5428.787,5065.067,3788.92,4412.316,3825.71,4302.265,3292.618,3306.889,3575.34,3072.631,4322.311,3282.875,4259.91,3189.455,3597.82,3714.874,3307.84,2332.07,2767.471,3693.466,2527.298,2635.321,2073.656,2339.495,2581.438,2476.305,2006.304,2272.897,1682.079,1318.075,1956.583,1422.115,1442.831,537.999,1096.911,833.948,1263.655,770.006,956.038,618.193,269.283,181.496,184.558,187.727,286.514,680.435,0,100.175,0,207.997,212.047,108.13,0,0,114.18,0,0,0,0,300,4,50,1,3,0.332,0,10.11,9630.34,13.3,749.9,1,1.72,7.45,768.7,ON,98.818,123.406,100.82,91.398,1.904,3027.623,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
303,25/4/2020,00:35:07,23.6,100.9,32.8,6.77409E-08,1.83531E-05,,0,0,0,0,0,219.994,0,0,0,0,0,355.256,515.586,332.243,161.067,309.965,452.133,146.668,424.812,1380.28,1068.264,775.925,1136.97,490.21,832.956,1164.552,679.415,908.616,1377.531,947.079,1333.71,704.884,2456.969,2495.287,1697.585,1751.472,1812.949,2942.333,2443.165,1889.296,2198.066,3496.296,3279.505,3553.761,3422.013,4561.747,4570.257,4747.924,4007.994,3995.61,5411.008,3318.375,4446.532,4797.109,4703.31,4060.072,3877.242,3891.649,4517.724,3791.103,3395.381,4166.775,3702.915,3841.943,3319.949,3872.841,3001.92,3154.388,2404.776,3777.975,3808.167,4093,3307.229,2515.06,2597.802,2838.787,2850.902,1548.652,1899.864,2212.016,2045.355,2217.013,1783.058,1408.555,1579.94,1598.531,1299.298,1232.074,583.692,673.858,684.366,347.607,618.118,359,181.474,184.536,375.409,190.986,97.193,98.956,300.488,102.038,103.986,0,0,109.564,111.817,0,0,118.306,0,0,300,4,50,1,3,0.332,0,10.12,9631.93,13.3,749.9,1,1.72,7.45,768.8,ON,99.588,122.854,101.157,82.047,1.877,3040.157,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
304,25/4/2020,00:40:37,23.6,100.9,32.9,6.77409E-08,1.83531E-05,,265.518,0,246.03,0,0,0,0,0,197.265,190.402,0,532.883,171.862,332.243,322.133,464.948,452.133,181.404,816.088,552.112,667.665,387.962,884.31,490.21,1070.943,582.276,679.415,1101.892,1512.104,947.079,2154.455,1611.162,786.227,1727.497,2074.833,1198.376,3081.998,2318.219,2530.438,2959.309,2947.532,3053.054,3824.209,4067.141,3501.61,4248.028,4181.873,4290.184,3791.223,3950.45,4998.556,4921.03,5263.946,3695.027,3949.268,4932.12,3842.504,3391.354,3746.397,3650.686,4562.529,3605.466,3940.489,4261.41,3841.201,3281.831,2443.409,4286.198,2863.145,2924.994,3210.403,3263.825,3419.843,2586.94,2669.963,2620.437,2637.92,1763.507,1711.274,1751.577,1896.254,2036.338,1317.92,1721.575,1342.935,1522.793,890.207,1232.062,583.692,1095.019,941.004,869.019,441.513,359,362.948,553.607,93.852,95.493,291.579,296.868,200.326,0,0,106.01,108.117,0,111.817,0,0,0,0,0,300,4,50,1,3,0.332,0,10.12,9631.93,13.3,749.9,1,1.72,7.45,768.8,ON,98.454,122.279,100.417,88.168,1.885,3028.967,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
305,25/4/2020,00:46:07,23.6,100.9,32.9,6.77409E-08,1.83531E-05,,265.518,0,0,0,0,0,0,204.386,197.265,0,367.998,177.628,515.586,166.121,161.067,619.93,452.133,146.668,424.812,276.056,801.198,258.642,1010.64,857.867,1308.93,582.276,905.887,991.703,1404.097,841.848,1436.314,1510.465,1769.021,1670.181,2225.466,1567.116,1450.352,3209.807,2443.165,2748.085,2789.851,2996.824,3853.424,3957.59,3183.277,4483.321,4151.999,2633.12,4020.586,3682.533,4743.899,3966.229,3874.795,4419.574,3784.992,5240.355,4267.727,4462.816,4090.166,3440.061,2948.11,4472.319,3982.408,3562.556,3440.892,3751.891,3560.423,4005.817,3353.727,2814.835,3242.903,2278,2974.371,2102.081,1948.364,2579.007,2380.798,1991.134,1785.661,1651.591,1666.593,1758.328,1328.003,1398.369,1263.939,1801.111,771.041,574.962,1250.768,1179.251,427.729,955.921,618.118,359,373.663,634.978,93.852,477.465,388.773,395.824,0,0,0,106.01,216.233,0,0,114.166,0,0,0,0,300,4,50,1,3,0.332,0,10.12,9631.93,13.3,749.9,1,1.72,7.45,768.8,ON,99.507,122.992,100.606,98.217,1.892,2937.381,Lockdown Measurements,MASIN,,,Optics Room,,Detector liquid level low,
