110,12/6/2020,22:25:29,27.2,99.8,45.9,6.95444E-08,1.85243E-05,,82.442,158.386,76.332,36.785,106.366,68.351,329.855,413.884,738.405,711.951,748.05,1027.783,1104.246,1477.179,1789.317,1756.15,1631.247,2088.938,2108.551,2325.17,2694.524,2865.394,2998.498,2701.399,2884.281,3538.798,3607.906,3422.618,3828.932,3680.24,4355.578,4350.445,4374.877,4587.346,4627.937,4965.46,5156.805,4886.353,5051.178,5434.582,4861.668,5267.435,5403.563,4964.362,4472.042,4944.382,5234.013,4951.322,4549.09,4898.799,5065.584,4438.819,4359.789,4686.538,4079.558,4193.376,3859.95,3516.045,4082.314,4437.119,3873.263,3765.75,3703.155,3732.863,3516.016,3052.627,3426.593,3112.774,2774.144,2513.261,2826.684,2238.007,2233.076,2203.861,2084.454,2151.19,2040.819,1742.37,1700.693,1505.429,1513.618,1380.997,1122.975,1032.127,1028.604,1044.006,809.255,872.955,844.071,523.21,465.854,435.028,386.478,401.18,405.311,274.284,211.296,141.433,91.34,119.443,69.556,57.303,68.116,18.322,74.793,0,0,19.783,0,0,300,8,50,1,3,0.325,0,11.49,9663.72,14.3,749.9,1,3.93,7.46,779.8,ON,75.331,99.84,78.355,59.352,1.987,4041.667,Long Term,MASIN,,,,,Normal Scan,
113,12/6/2020,22:41:59,27.2,99.8,45.5,6.95444E-08,1.85243E-05,,123.664,39.597,114.497,0,137.079,141.274,164.924,541.251,307.674,891.075,890.877,921.902,1046.799,1294.333,1493.676,1945.715,2045.781,2331.207,2465.882,2474.47,2585.706,2979.519,3077.386,3441.656,2859.376,3115.425,3156.597,3439.925,3725.996,4268.804,4189.352,4208.984,4252.913,4701.284,4687.239,4612.121,5272.721,4540.522,5102.486,4946.717,4690.096,4978.193,5000.336,5149.964,4431.703,4657.693,4494.753,4650.221,4632.219,4034.578,4533.984,4286.227,4083.644,4492.026,4239.871,4096.657,4308.262,4200.348,3710.852,3716.464,3744.355,3675.68,3139.108,3607.149,3293.864,3528.602,3284.082,2839.263,2625.605,2861.667,2311.636,2526.479,2413.151,1974.745,2151.582,1701.768,1901.875,1528.886,1345.872,1623.809,1276.89,1148.961,1215.11,961.75,1029.227,796.083,878.542,746.621,643.782,592.26,469.505,337.015,303.479,262.306,235.421,127.757,97.523,215.129,117.253,34.127,86.945,53.182,83.708,25.104,37.397,38.182,19.361,0,0,20.528,300,8,50,1,3,0.325,0,11.49,9663.72,14.3,749.9,1,3.93,7.46,779.8,ON,73.854,97.873,76.983,53.28,1.981,3919.638,Long Term,MASIN,,,,,Normal Scan,
114,12/6/2020,22:47:29,27.2,99.8,45.4,6.95444E-08,1.85243E-05,,206.108,79.193,38.166,110.356,106.366,170.878,296.862,445.723,492.268,564.342,804.649,1111.128,1078.814,1683.089,1360.879,1790.376,2107.44,2370.225,2217.491,2508.623,2535.062,2500.228,3004.763,2428.742,3205.716,3133.878,3749.605,3601.237,4480.998,4185.505,4451.63,4449.394,4825.787,4810.291,4675.657,5353.707,4733.667,5335.547,4950.577,4723.741,5074.178,5764.55,4786.778,4518.212,5157.165,4648.439,4852.942,4437.441,4623.362,4154.632,4495.199,3967.169,4234.746,4238.327,4162.794,4036.878,3767.921,3739.154,4258.818,3486.332,3852.94,3503.826,3586.595,3171.553,2825.902,3211.382,3086.53,3087.697,2917.583,2617.593,2416.672,2352.866,2142.804,1954.705,2135.642,1976.24,1820.263,1666.495,1571.63,1597.64,1315.789,1332.193,1015.306,1071.863,730.877,905.355,688.088,643.135,557.938,505.071,564.806,540.328,273.135,231.447,298.202,223.572,130.026,148.933,124.317,78.116,34.778,17.727,72.32,54.965,74.793,0,19.361,0,0,0,300,8,50,1,3,0.325,0,11.49,9663.72,14.3,749.9,1,3.93,7.46,779.8,ON,72.429,97.072,76.322,63.78,1.978,3941.137,Long Term,MASIN,,,,,Normal Scan,
117,12/6/2020,23:03:59,27.2,99.9,45.3,6.94748E-08,1.85243E-05,,82.435,0,38.161,0,35.451,136.686,296.828,318.334,307.63,831.558,1034.459,777.681,1265.689,1268.691,1286.112,1741.126,2225.523,2307.885,2851.311,2709.299,2642.471,2592.729,2921.521,3537.748,3559.208,3548.39,3942.504,3948.277,3828.578,3661.381,4408.361,5191.971,4313.79,4743.69,5151.706,4319.455,4992.545,5012.544,4855.496,4891.439,5022.842,4765.6,4901.512,5094.937,5438.171,4740.623,5045.414,4845.382,4985.033,4396.053,4201.895,4384.57,4155.202,4125.855,4588.712,4314.983,4076.093,4066.309,4127.56,3596.091,3900.71,3120.766,3554.538,3314.176,3431.628,3347.365,3166.28,2814.59,2966.392,2701.399,2910.491,2474.918,2319.695,2123.245,2229.141,2148.735,1941.989,1731.522,1679.478,1449.35,1470.873,1296.525,1169.404,1112.381,852.549,1016.392,920.275,701.47,689.453,653.919,472.488,435.21,379.31,416.555,204.005,207.571,162.512,281.283,100.486,153.551,86.935,88.626,36.155,73.277,0,38.177,0,0,0,0,300,8,50,1,3,0.325,0,11.5,9665.36,14.3,749.9,1,3.93,7.46,779.9,ON,73.803,98.768,77.356,71.05,1.989,4043.708,Long Term,MASIN,,,,,Normal Scan,
118,12/6/2020,23:09:29,27.2,99.9,45.2,6.94748E-08,1.85243E-05,,82.433,0,0,36.781,106.353,170.857,329.809,303.592,653.175,808.714,862.024,860.997,780.955,1373.343,1751.145,1630.931,1657.303,1961.66,1786.13,2362.054,3017.697,2375.025,2914.136,3263.304,3281.768,3428.029,3857.241,3654.313,3985.622,4305.893,4499.391,4676.393,4978.626,4496.67,4708.208,4998.73,5424.591,4983.651,4952.458,4842.572,5355.188,5147.708,4954.783,5202.425,4993.754,4651.123,4762.306,4715.221,4861.213,4719.462,4902.813,4197.62,4124.241,4180.447,4417.729,4353.572,4271.199,3883.591,4098.901,3887.973,3968.066,3801.864,4123.552,3704.359,3295.963,3224.049,3174.738,3112.107,2887.47,2900.991,2896.935,2534.978,2400.753,2166.708,2045.032,1880.003,1749.21,1702.541,1461.397,1316.391,1348.644,1341.008,1288.266,951.557,990.789,752.487,927.069,711.454,586.496,508.59,457.726,525.267,288.27,323.995,141.235,95.802,211.27,66.184,124.951,111.567,86.934,53.176,36.155,0,0,57.266,0,0,0,0,300,8,50,1,3,0.325,0,11.5,9665.36,14.3,749.9,1,3.93,7.46,779.9,ON,74.216,97.818,77.475,53.28,1.962,4034.017,Long Term,MASIN,,,,,Normal Scan,
121,12/6/2020,23:25:59,27.2,99.8,45.1,6.95444E-08,1.85243E-05,,0,0,0,36.785,35.455,307.587,182.027,365.539,492.268,891.063,1149.507,1310.823,1260.774,1496.663,1442.761,1397.967,1917.997,2462.606,2058.029,2682.509,2415.643,3014.043,3197.497,3229.993,3185.098,3538.325,3460.618,3759.708,3227.123,4685.73,4145.357,3598.207,4140.989,4441.306,4435.736,5046.358,5159.558,4551.048,4662.036,4662.822,5058.141,5199.261,4143.855,4773.172,4383.788,4819.622,4495.915,4597.632,4363.581,4290.221,4452.322,3990.273,4077.81,3871.671,3743.523,3603.522,3994.891,3564.935,3972.799,3517.274,3300.337,3395.062,3676.595,3131.798,3280.07,2886.491,3111.897,3031.402,2593.428,2782.101,2512.055,2690.193,2509.724,1887.668,1896.649,1872.479,1487.244,1512.708,1406.302,1358.18,1384.38,1204.054,1084.987,870.186,893.285,851.061,683.297,817.033,586.553,505.071,402.359,488.25,306.434,330.585,293.091,210.41,178.792,82.743,167.504,73.308,81.797,35.455,0,18.322,37.397,0,0,0,0,0,300,8,50,1,3,0.325,0,11.49,9663.96,14.3,749.9,1,3.93,7.46,779.8,ON,72.807,97.05,76.125,63.78,1.988,3826.102,Long Term,MASIN,,,,,Normal Scan,
122,12/6/2020,23:31:29,27.1,99.8,45.1,6.9515E-08,1.85196E-05,,206.096,39.595,114.492,0,70.907,239.219,296.849,318.356,461.478,653.404,1005.787,812.901,1420.227,1187.895,1777.259,2436.325,2466.054,2565.281,2537.309,2735.768,3194.778,3362.343,3478.885,3594.453,4083.775,3481.114,3748.554,3950.15,4144.091,4167.557,4692.816,4686.405,4702.297,5054.768,4883.837,4756.874,4894.687,4637.205,5022.143,4873.913,4886.829,4474.901,4666.554,4929.875,4846.977,4324.825,4453.014,4200.947,4397.914,3852.025,4557.994,3785.735,3803.818,4034.749,3662.079,3740.841,4164.493,3725.856,3270.916,3854.171,3346.952,3359.895,3447.61,3267.05,2741.317,2961.597,3035.242,2833.236,2591.381,2749.904,2732.554,2013.663,2281.908,2130.994,1907.128,1964.493,1802.653,1552.051,1400.008,1338.348,1211.822,1149.704,1049.071,892.521,948.956,712.665,736.4,552.056,572.227,348.771,383.927,383.75,173.434,354.876,188.328,303.398,65.01,115.83,100.494,51.187,52.164,0,54.236,0,37.395,19.09,0,0,0,0,300,8,50,1,3,0.325,0,11.49,9661.94,14.3,749.9,1,3.93,7.46,779.8,ON,69.514,93.776,73.504,47.829,1.985,3911.026,Long Term,MASIN,,,,,Normal Scan,
125,12/6/2020,23:47:59,27.1,99.9,45,6.94454E-08,1.85196E-05,,41.214,0,76.319,73.558,35.449,170.849,329.792,668.474,615.24,742.417,919.442,999.847,1319.483,1580.58,2242.573,2377.195,2513.403,2489.991,2782.717,3129.163,3379.419,3363.902,3742.142,4236.983,3063.562,4108.697,3612.85,3864.16,3539.467,3651.712,4130.837,4643.718,4751.526,4160.124,4583.595,4566.564,4574.653,4591.364,4716.901,5484.323,4378.41,4363.235,4237.797,4323.148,4183.498,3879.012,4572.883,4438.368,4049.597,3954.802,3713.493,3539.739,3352.014,3500.096,3242.637,3416.218,3718.331,3494.88,3216.985,3338.89,3493.59,2915.305,3055.44,2731.635,2999.833,2805.212,2153.641,2675.166,2255.733,2556.195,2235.858,2047.93,2129.28,1704.282,1797.106,1622.128,1279.674,1397.602,1452.211,1337.262,992.73,1091.536,752.91,790.686,676.602,672.96,725.007,422.532,386.193,406.847,310.053,240.109,136.54,204.505,261.474,97.092,97.505,49.635,66.987,34.121,69.544,35.449,0,0,37.39,19.088,0,0,0,0,300,8,50,1,3,0.325,0,11.5,9663.58,14.3,749.9,1,3.93,7.46,779.8,ON,66.852,90.336,70.827,59.352,1.982,3687.669,Long Term,MASIN,,,,,Normal Scan,
126,12/6/2020,23:53:29,27.1,99.9,45,6.94454E-08,1.85196E-05,,123.645,158.359,0,73.558,70.899,136.679,329.792,604.815,676.77,712.723,1005.656,1289.996,1235.643,1495.485,2266.56,2231.461,2627.948,2538.504,3237.338,3488.92,3329.703,3755.507,3551.884,3379.822,3969.57,3307.883,3806.573,3683.031,3797.047,4137.716,3958.803,4530.949,4398.343,4312.211,4280.018,4125.423,4805.377,4762.713,5046.495,4333.225,4602.518,4945.875,4323.971,4139.407,4380.205,3959.267,3976.569,3726.298,3684.619,3770.426,3744.373,3917.871,3490.542,3378.654,3417.698,3806.039,3567.785,3334.262,3144.962,3078.938,3056.355,3345.342,2865.203,2303.749,2642.953,2840.995,2449.66,2626.962,2339.575,2432.347,2241.129,2074.027,1909.979,1697.989,1693.156,1634.656,1574.842,1576.85,1206.577,1163.275,1073.207,886.809,903.97,593.667,672.533,535.624,662.953,541.563,333.378,402.376,250.994,190.01,217.524,173.653,199.974,127.729,81.254,82.73,100.481,68.241,86.929,17.724,54.229,0,18.695,19.088,19.358,0,0,0,300,8,50,1,3,0.325,0,11.5,9663.58,14.3,749.9,1,3.93,7.46,779.8,ON,65.968,89.787,70.186,57.255,1.989,3655.588,Long Term,MASIN,,,,,Normal Scan,
129,13/6/2020,00:09:59,27.1,99.9,44.8,6.94454E-08,1.85196E-05,,41.214,118.77,38.159,36.779,35.449,102.509,197.875,350.15,486.874,990.695,839.258,1211.003,1472.089,1954.535,1876.933,2313.721,2818.706,3140.071,2807.634,3506.645,3583.992,3464.684,3804.952,3917.587,3954.236,3915.874,3806.557,3630.231,3591.636,4354.173,4006.059,4114.93,4260.473,4099.121,4033.4,4632.421,4849.032,4391.97,4209.64,4351.626,4664.55,4299.63,4284.071,4354.52,4428.663,4077.391,3857.908,4054.646,4130.204,3732.821,3501.645,3802.54,3517.028,3524.406,3727.961,3194.145,2952.699,3330.597,3039.348,3382.814,2694.107,3238.065,3090.439,2696.616,2988.124,2696.697,2588.993,2098.707,2143.204,2160.058,1764.22,2145.512,1905.751,1789.388,1613.658,1523.577,1404.087,1363.092,1251.231,1178.888,881.476,902.845,1109.569,834.915,726.684,535.625,529.821,448.695,402.519,376.515,193.228,330.144,242.738,185.126,218.417,81.127,65.002,115.816,66.987,68.241,52.158,0,18.076,0,0,0,0,19.78,0,0,300,8,50,1,3,0.325,0,11.5,9663.58,14.3,749.9,1,3.93,7.46,779.8,ON,65.881,89.049,69.651,53.28,1.986,3623.581,Long Term,MASIN,,,,,Normal Scan,
130,13/6/2020,00:15:30,27.1,99.9,44.8,6.94454E-08,1.85196E-05,,164.857,79.18,38.159,0,212.696,68.339,131.917,572.975,707.517,445.451,948.189,1262.201,1657.52,1557.23,1912.507,2182.407,2109.478,2954.565,2779.83,3453.548,2921.492,3490.078,3951.469,4042.126,4654.838,4100.105,3903.167,4336.886,4389.326,4960.339,4278.69,4294.551,3892.61,3999.623,4777.13,4195.087,4284.285,4461.969,4720.806,4717.791,4618.498,4709.351,4364.736,4003.161,4188.742,4375.878,4006.397,4141.075,4191.529,3679.941,4047.346,3625.194,3705.268,3771.354,3716.374,3401.919,3546.104,3168.013,3309,3427.586,3054.269,3125.65,2705.042,2696.619,2778.898,2757.499,2587.308,2655.184,2379.372,2491.245,2338.561,1898.609,2099.431,1698.029,1509.793,1714.09,1567.622,1443.646,1106.971,1081.597,1088.903,962.565,724.295,637.944,612.766,637.834,485.541,481.235,351.735,315.194,310.05,315.132,182.053,231.406,125.541,175.631,113.758,66.18,117.228,63.037,40.075,17.725,54.233,36.637,18.695,0,0,19.78,0,0,300,8,50,1,3,0.325,0,11.5,9663.58,14.3,749.9,1,3.93,7.46,779.8,ON,65.931,89.201,69.944,41.418,1.978,3710.672,Long Term,MASIN,,,,,Normal Scan,
133,13/6/2020,00:31:59,27.1,99.9,44.6,6.94454E-08,1.85196E-05,,0,79.18,38.159,110.337,70.899,205.018,263.833,381.982,548.406,658.462,1091.855,1302.408,1322.353,1996.445,2014.596,2475.241,3055.52,3370.892,3428.805,3467.326,3548.584,4231.839,4100.307,4143.255,4556.591,4600.473,5509.011,4429.605,4400.578,4806.973,4639.434,4820.705,4575.554,5417.414,4414.432,4732.906,4941.858,4963.853,5007.625,5308.054,4901.725,4666.325,4898.161,5041.831,4912.791,4351.25,4836.124,4961.438,4316.581,3863.444,3758.871,3984.842,3981.602,3950.275,3539.391,3672.48,3502.479,3339.564,3522.587,3298.702,3264.625,2707.253,2880.374,2939.481,3012.4,3012.398,2695.824,2734.055,2645.667,2345.899,2268.303,2133.451,1922.931,2178.808,1613.617,1641.477,1379.495,1380.895,1309.653,1119.949,933.344,930.679,962.573,723.668,666.897,682.803,488.004,323.933,443.408,421.385,280.521,255.115,240.374,253.197,184.29,95.8,130.006,82.725,91.724,60.101,17.386,17.725,18.076,18.318,0,0,0,0,0,0,300,8,50,1,3,0.325,0,11.5,9663.58,14.3,749.9,1,3.93,7.46,779.8,ON,64.615,87.214,68.602,37.18,1.965,3997.497,Long Term,MASIN,,,,,Normal Scan,
134,13/6/2020,00:37:29,27.1,99.9,44.5,6.94454E-08,1.85196E-05,,82.428,158.359,0,0,35.449,170.849,296.813,381.982,522.957,475.147,804.534,972.061,1373.339,1839.718,1969.785,2202.639,2533.209,2838.562,3237.29,3913.727,4246.297,4343.663,4930.359,4431.37,4584.669,4928.264,5056.712,4800.73,4789.608,5282.686,4973.806,5401.575,4665.182,5192.477,5131.028,5685.35,4677.342,5211.136,4836.656,4839.086,5086.966,5258.519,5174.159,4821.399,4929.461,4752.951,4100.767,4252.745,4232.682,4311.067,4015.401,3336.298,3849.506,3735.301,3690.42,3297.535,3535.213,3611.433,3217.763,3111.254,3065.958,3050.357,3096.79,2858.939,3151.631,2655.544,2832.157,2815.107,2645.756,2262.857,2041.889,1933.419,1882.236,1539.742,1387.551,1319.475,1508.885,1298.912,1219.256,894.821,1002.97,735.254,719.051,620.46,659.025,618.023,752.895,338.015,304.776,358.79,310.057,225.098,182.054,154.277,109.843,127.729,97.502,66.18,66.987,34.121,17.386,70.897,0,36.637,18.695,0,0,0,20.071,0,300,8,50,1,3,0.325,0,11.5,9663.58,14.3,749.9,1,3.93,7.46,779.8,ON,62.967,85.199,67.458,51.397,1.939,3988.215,Long Term,MASIN,,,,,Normal Scan,
137,13/6/2020,00:53:59,27.1,99.9,44.3,6.94454E-08,1.85196E-05,,82.428,39.59,38.159,36.779,0,136.679,230.854,286.486,461.422,1069.079,775.777,1360.895,1346.406,1580.584,2141.762,2452.183,2654.11,2954.559,3632.322,3449.654,3829.802,4627.91,4828.63,4618.437,4575.537,4453.01,4767.406,5152.201,5052.321,4519.051,4937.249,4698.526,4654.133,4502.018,5083.284,5465.718,4965.729,4575.958,4980.698,5214.725,4989.129,4780.52,5082.817,4997.223,4875.563,4287.863,4360.015,4051.689,4145.276,3905.148,3567.96,3680.592,3734.566,3674.058,3380.554,2987.868,3359.931,3425.403,3485.054,3507.047,2955.948,2700.508,2800.756,2837.485,3047.992,2835.952,2798.311,2782.348,2436.267,2248.261,2302.21,2210.501,1748.993,1612.235,1669.24,1475.741,1621.385,1594.302,1165.378,894.832,876.048,1052.301,594.389,656.671,514.203,508.143,593.226,513.391,400.502,348.727,330.468,199.278,232.698,200.555,141.229,111.763,146.254,43.196,90.252,34.121,52.158,17.724,18.076,18.318,0,19.088,0,0,20.071,0,300,8,50,1,3,0.325,0,11.5,9663.58,14.3,749.9,1,3.93,7.46,779.8,ON,63.023,86.005,67.681,51.397,1.958,3937.216,Long Term,MASIN,,,,,Normal Scan,
138,13/6/2020,00:59:29,27.1,99.9,44.2,6.94454E-08,1.85196E-05,,0,118.77,76.319,36.779,106.348,136.679,263.833,350.148,492.189,653.319,833.242,1360.894,1274.616,1882.906,1990.602,2377.14,2747.765,3255.496,3633.758,3133.043,4610.78,4380.226,4632.84,4743.324,4446.576,4523.974,5136.654,5680.734,4875.063,5291.557,4685.919,4734.706,5248.922,4802.063,5323.65,4960.934,4893.292,5152.807,5472.53,4802.656,4753.075,4643.303,4693.907,4682.619,4657.445,4531.261,4017.383,4266.862,3809.251,3974.15,3719.175,3243.081,3647.849,3593.862,3644.951,3217.885,3270.277,3142.651,3052.454,3183.732,3024.001,2847.509,3069.31,3000.314,2809.432,2861.452,2158.283,2511.839,2091.936,2213.698,2255.158,2229.443,1827.554,1734.548,1644.276,1493.617,1443.451,1309.994,1126.013,749.232,1202.856,939.132,811.537,830.894,595.408,535.623,446.154,519.129,259.488,434.647,237.524,310.058,126.496,158.223,152.899,63.865,81.252,82.725,50.24,34.121,34.772,35.449,36.153,0,0,19.088,0,19.78,0,0,300,8,50,1,3,0.325,0,11.5,9663.58,14.3,749.9,1,3.93,7.46,779.8,ON,61.613,84.896,66.814,38.542,1.955,3926.356,Long Term,MASIN,,,,,Normal Scan,
141,13/6/2020,01:15:59,27,99.9,44.1,6.94161E-08,1.85148E-05,,41.212,0,38.157,36.777,70.895,68.336,230.843,477.462,584.444,1247.213,1063.08,1375.363,1466.896,2098.783,2007.68,2388.308,2796.497,3225.928,3326.514,3847.814,3840.771,4284.274,4084.838,4357.426,4531.275,4613.277,4610.082,4064.17,4809.38,5048.199,4847.453,4448.039,4877.113,4912.571,4866.782,4534.893,5235.457,5439.011,5223.397,4689.327,4778.456,4942.589,4400.834,4750.541,4288.161,4018.805,4219.848,4027.934,3743.859,3491.315,3659.861,3428.044,3653.142,3280.707,2815.338,2971.084,3249.304,3129.32,3267.212,3109.483,2944.571,2568.236,2774.803,3057.277,2545.829,2894.235,2603.24,2464.835,2723.308,2181.504,2256.191,1903.53,1899.94,1668.712,1636.721,1638.421,1399.637,1096.452,1236.698,1082.339,1034.839,798.13,766.082,653.264,504.034,604.264,474.017,406.015,388.62,420.778,236.812,135.051,182.046,277.68,219.677,111.757,97.498,99.265,58.501,59.82,34.77,53.17,18.076,18.317,0,0,0,19.779,0,0,300,8,50,1,3,0.325,0,11.5,9662.04,14.3,749.9,1,3.93,7.46,779.8,ON,61.775,85.524,66.948,55.232,1.971,3831.008,Long Term,MASIN,,,,,Normal Scan,
142,13/6/2020,01:21:29,27,99.9,44,6.94161E-08,1.85148E-05,,124.021,0,76.551,0,177.786,137.095,198.477,542.797,277.696,863.825,736.824,1209.975,1323.512,1897.288,2667.762,2301.782,2585.321,3015.37,3442.75,3494.861,4121.437,4013.765,4048.554,4289.006,4193.829,4612.227,4524.731,4791.599,4872.726,5045.637,5258.221,4652.296,4867.383,5217.936,4962.436,4537.548,4886.444,5060.145,4836.254,4802.533,4539.881,4471.74,5009.436,4595.637,4317.94,4491.918,3910.11,3873.977,3669.642,3513.096,3290.455,3117.429,2928.004,3170.888,2803.194,3209.009,2876.532,2977.672,2893.174,3003.369,2805.609,2741.475,2428.369,2620.504,2601.278,2785.396,2425.692,2536.883,2263.316,2354.814,2043.549,2017.659,1665.458,1765.92,1635.045,1558.526,1313.791,1342.261,1056.069,1012.949,962.185,984.352,887.692,806.525,732.953,606.127,405.561,593.345,430.415,393.516,366.512,274.718,228.259,232.112,157.396,64.06,65.199,99.572,16.798,0,34.878,35.557,36.263,0,0,19.146,0,19.84,0,0,300,8,50,1,3,0.324,0,11.5,9661.8,14.3,749.9,1,3.93,7.47,781.1,ON,61.274,85.752,66.913,42.935,1.975,3761.86,Long Term,MASIN,,,,,Normal Scan,
145,13/6/2020,01:37:59,27,99.9,43.9,6.94161E-08,1.85148E-05,,123.636,39.588,38.157,73.554,70.895,168.452,398.041,286.478,492.164,1009.641,1034.322,916.466,1546.062,1517.888,1940.098,1815.474,2636.719,3548.36,3009.951,3653.179,4457.772,4316.44,4895.66,4489.878,4758.54,4772.972,4384.526,5075.612,4726.682,4991.646,5161.623,5351.418,5068.889,4535.145,4838.159,5491.513,5397.206,4862.665,5121.943,5108.592,4736.713,4848.962,4820.531,4184.011,4802.768,4287.415,4123.173,4300.224,3821.177,3586.726,3465.797,3349.939,3175.738,3131.504,2973.192,2804.523,2621.908,2842.211,3128.269,2754.91,3194.295,2694.408,2576.254,2507.407,2503.844,2138.166,2417.748,2246.933,2322.939,1950.443,2007.291,1856.558,1787.277,1649.056,1561.887,1717.498,1136.078,1203.225,1369.863,1137.655,995.01,683.464,924.59,629.824,762.526,434.606,292.772,380.253,328.968,188.88,295.273,180.067,151.704,123.41,172.602,159.654,64.998,49.633,50.238,51.179,0,35.447,0,0,0,0,0,19.779,0,0,300,8,50,1,3,0.325,0,11.5,9661.8,14.3,749.9,1,3.93,7.46,779.8,ON,60.144,83.247,65.62,51.397,1.946,3794.366,Long Term,MASIN,,,,,Normal Scan,
146,13/6/2020,01:43:29,27,99.9,43.8,6.94161E-08,1.85148E-05,,0,0,114.472,220.663,177.238,785.864,1681.886,2506.579,3237.749,4699.605,4647.519,4249.297,5731.374,4982.951,4583.683,4070.43,4412.459,4309.995,4304.938,4389.301,4110.436,4267.766,4856.721,5179.267,5358.349,5033.041,5532.198,5973.543,5495.587,5872.7,5745.395,5687.077,5537.109,5947.662,6126.432,6344.995,6508.566,6321.75,6008.936,5991.133,6150.873,6255.061,6365.862,6125.335,6073.407,5850.281,5624.294,5627.513,5061.992,4805.866,4945.435,4788.794,4742.376,4244.811,4185.266,4323.934,3991.931,4113.737,3708.389,3283.817,3834.986,4006.312,3289.116,3591.457,3038.652,3035.427,2885.108,2591.81,2685.462,2766.836,2269.751,2288.166,2361.491,2084.246,1769.705,1725.872,1379.622,1451.133,1357.158,924.56,825.32,780.469,731.076,747.079,531.099,617.993,613.448,605.588,419.92,285.371,236.217,135.051,136.533,231.396,109.838,95.794,64.998,16.544,16.746,51.178,5.146,47.924,0,0,0,0,0,0,0,0,300,8,50,1,3,0.325,0,11.5,9661.8,14.3,749.9,1,3.93,7.46,779.8,ON,57.942,77.782,60.333,53.28,2.01,5123.675,Long Term,MASIN,,,,,Normal Scan,
149,13/6/2020,01:59:59,27,99.9,43.5,6.94161E-08,1.85148E-05,,0,158.841,76.551,36.891,501.972,887.109,1455.516,1788.032,1851.378,2155.25,2126.401,2698.591,2836.12,2611.194,3282.257,3368.324,3745.856,3270.032,3734.488,4262.741,4161.798,4356.905,4735.966,4564.815,5426.92,5531.216,4857.262,5295.766,5657.434,5071.036,4825.139,5319.684,4955.285,5437.413,5643.909,5494.645,5539.221,5517.73,5384.577,5964.493,5543.193,5473.16,5378.678,5609.017,5012.817,5365.044,4750.628,4927.731,4305.411,4223.779,4234.03,4143.953,3851.221,3484.002,3732.526,3596.896,3223.785,3509.754,3294.36,2690.084,3111.94,3065.355,2949.499,2737.352,2539.229,2294.448,2612.257,2416.281,2312.59,2368.371,1990.406,2062.786,1879.716,1904.626,1536.553,1393.718,1213.951,1331.183,1366.103,893.352,789.436,823.768,839.057,618.324,610.806,537.24,461.498,522.703,315.635,262.338,266.566,210.73,241.84,202.834,141.657,176.162,114.103,49.786,67.191,68.45,34.878,35.557,36.263,36.748,18.752,19.146,0,0,0,20.587,300,8,50,1,3,0.324,0,11.5,9661.8,14.3,749.9,1,3.93,7.47,781.1,ON,58.875,80.131,62.272,59.352,1.99,4381.884,Long Term,MASIN,,,,,Normal Scan,
150,13/6/2020,02:05:29,27,99.9,43.4,6.94161E-08,1.85148E-05,,41.212,118.763,38.157,110.332,425.37,580.856,989.332,1209.57,1199.663,1603.559,1810.112,2014.186,2232.096,2424.794,3091.218,2999.318,3324.256,4079.116,3812.324,3989.316,4586.819,4349.881,4732.169,4548.325,4392.372,5166.036,4718.532,4785.353,5736.101,5231.303,5201.778,5240.415,5416.804,5685.098,5314.409,5600.151,4913.428,5259.389,5477.611,5831.295,5691.201,5135.56,5584.121,5343.275,5191.406,5095.507,5044.943,5399.038,4978.928,4450.241,3691.911,4063.771,3838.585,3739.17,3467.372,3368.95,3453.016,3491.498,3060.839,3079.878,3052.046,3269.933,2771.782,2705.952,2592.023,2661.362,2627.23,2673.088,2189.945,2221.762,2339.6,2340.18,1859.68,2062.907,1764.921,1677.025,1483.583,1298.666,1283.029,1101.41,1073.747,850.461,792.512,688.451,603.82,521.863,404.303,616.075,375.548,217.358,340.159,315.113,240.889,171.555,109.838,159.653,81.248,115.809,100.476,0,17.385,35.445,0,27.163,9.666,19.085,38.714,0,0,20.523,300,8,50,1,3,0.325,0,11.5,9662.04,14.3,749.9,1,3.93,7.46,779.8,ON,60.597,82.492,64.336,59.352,1.982,4333.953,Long Term,MASIN,,,,,Normal Scan,
